univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,-,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Puteri Bali,-
Udayana University,Ayu Saraswati,-,-,Puteri Bali,-
Udayana University,Ayu Saraswati,model,-,Puteri Bali,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Puteri Bali,-
Udayana University,Ayu Saraswati,medical practitioner,-,Puteri Bali,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Puteri Bali,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,-,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,model,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,medical practitioner,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Miss Indonesia,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,-,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,model,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,medical practitioner,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Puteri Bali 2020,-
Udayana University,Ayu Saraswati,-,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,model,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,medical practitioner,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Puteri Indonesia,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,-,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,model,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,medical practitioner,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Miss Indonesia 2022,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,-,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,model,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,medical practitioner,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Puteri Indonesia Lingkungan,-
Udayana University,Ayu Saraswati,People's Consultative Assembly,-,Puteri Indonesia Lingkungan 2020,-
Udayana University,Ayu Saraswati,-,-,Puteri Indonesia Lingkungan 2020,-
Udayana University,Ayu Saraswati,model,-,Puteri Indonesia Lingkungan 2020,-
Udayana University,Ayu Saraswati,beauty pageant titleholder,-,Puteri Indonesia Lingkungan 2020,-
Udayana University,Ayu Saraswati,medical practitioner,-,Puteri Indonesia Lingkungan 2020,-
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,-,Puteri Indonesia Lingkungan 2020,-
Trisakti University,Azis Syamsuddin,-,-,-,-
Syiah Kuala University,Azriana Manalu,-,LBH APIK Aceh,-,-
Syiah Kuala University,Azriana Manalu,Lawyer,LBH APIK Aceh,-,-
Institut Teknologi Bandung,Azwar Abubakar,-,Aceh,Vice governor,-
Syiah Kuala University,Azwar Abubakar,-,Aceh,Vice governor,-
Institut Teknologi Bandung,Azwar Abubakar,-,Aceh Governance,Governor,-
Syiah Kuala University,Azwar Abubakar,-,Aceh Governance,Governor,-
Institut Teknologi Bandung,Azwar Abubakar,-,State Apparatus Utilization And Bureaucratic Reform,Ministry,-
Syiah Kuala University,Azwar Abubakar,-,State Apparatus Utilization And Bureaucratic Reform,Ministry,-
Institut Teknologi Bandung,Azwar Anas,Bureaucrat,-,-,-
Institut Teknologi Bandung,Azwar Anas,Politician,-,-,-
Institut Teknologi Bandung,Azwar Anas,Indonesian Army,-,-,-
Institut Teknologi Bandung,Azwar Anas,-,-,-,-
Syarif Hidayatullah State Islamic University Jakarta,Azyumardi Azra,-,-,Official website,-
Universitas Islam Negeri Syarif Hidayatullah Jakarta,Azyumardi Azra,dosen,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Rector,https://en.wikipedia.org/wiki/Azyumardi_Azra
Universitas Islam Negeri Syarif Hidayatullah Jakarta,Azyumardi Azra,pegawai negeri sipil,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Rector,https://en.wikipedia.org/wiki/Azyumardi_Azra
Universitas Islam Negeri Syarif Hidayatullah Jakarta,Azyumardi Azra,sejarawan,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Rector,https://en.wikipedia.org/wiki/Azyumardi_Azra
Universitas Islam Negeri Syarif Hidayatullah Jakarta,Azyumardi Azra,ulama,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Rector,https://en.wikipedia.org/wiki/Azyumardi_Azra
Universitas Padjadjaran,Bachtiar Aly,jurnalis,Universitas Indonesia,anggota DPR-RI,https://en.wikipedia.org/wiki/Bachtiar_Aly
Universitas Padjadjaran,Bachtiar Aly,diplomat,Universitas Indonesia,anggota DPR-RI,https://en.wikipedia.org/wiki/Bachtiar_Aly
Universitas Padjadjaran,Bachtiar Aly,politikus,Universitas Indonesia,anggota DPR-RI,https://en.wikipedia.org/wiki/Bachtiar_Aly
Udayana University,Bagus Alit Sucipta,Politician,-,-,-
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Kementerian Keuangan,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Kementerian Keuangan,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Kementerian Keuangan,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Kementerian Keuangan,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Kementerian Keuangan,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Kementerian Keuangan,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Kementerian Keuangan,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Kementerian Keuangan,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Kementerian Keuangan,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Kementerian Keuangan,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Kementerian Keuangan,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Kementerian Keuangan,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Kementerian Keuangan,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Kementerian Keuangan,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Kementerian Keuangan,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Kementerian Keuangan,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Kementerian Keuangan,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Kementerian Keuangan,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Kementerian Keuangan,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Kementerian Keuangan,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Universitas Indonesia,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Universitas Indonesia,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Universitas Indonesia,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Universitas Indonesia,Head,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Universitas Indonesia,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Universitas Indonesia,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Universitas Indonesia,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Universitas Indonesia,Menteri Riset dan Teknologi,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Universitas Indonesia,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Universitas Indonesia,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Universitas Indonesia,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Universitas Indonesia,Kepala Badan Kebijakan Fiskal,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,komisaris,Universitas Indonesia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,pegawai negeri sipil,Universitas Indonesia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,ekonom,Universitas Indonesia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Universitas Indonesia,Bambang Brodjonegoro,politikus,Universitas Indonesia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Bambang_Brodjonegoro
Institut Teknologi Bandung,Bambang Harymurti,-,-,-,-
Institut Teknologi Bandung,Bambang Harymurti,Journalist,-,-,-
Universitas Gadjah Mada,Bambang Kesowo,Retired Bureaucrat and Politician,-,-,-
Institut Teknologi Bandung,Bambang Subianto,Economist,-,-,-
Institut Teknologi Bandung,Bambang Subianto,peneliti,Asuransi Jasa Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,Asuransi Jasa Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,Asuransi Jasa Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,peneliti,Fakultas Ekonomi dan Bisnis Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,Fakultas Ekonomi dan Bisnis Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,Fakultas Ekonomi dan Bisnis Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,peneliti,Indofood,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,Indofood,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,Indofood,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,peneliti,MedcoEnergi,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,MedcoEnergi,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,MedcoEnergi,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,peneliti,PT Indoritel Makmur Internasional Tbk,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,PT Indoritel Makmur Internasional Tbk,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,PT Indoritel Makmur Internasional Tbk,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,peneliti,Unilever Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,lektor,Unilever Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Institut Teknologi Bandung,Bambang Subianto,ekonom,Unilever Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Bambang_Subianto
Universitas Gadjah Mada,Bambang Sudibyo,ekonom,Badan Amil Zakat Nasional,Menteri Keuangan,-
Universitas Gadjah Mada,Bambang Sudibyo,politikus,Badan Amil Zakat Nasional,Menteri Keuangan,-
Universitas Gadjah Mada,Bambang Sudibyo,ekonom,Badan Amil Zakat Nasional,Menteri Pendidikan Dasar dan Kebudayaan Indonesia,-
Universitas Gadjah Mada,Bambang Sudibyo,politikus,Badan Amil Zakat Nasional,Menteri Pendidikan Dasar dan Kebudayaan Indonesia,-
Universitas Gadjah Mada,Bambang Sudibyo,ekonom,Universitas Gadjah Mada,Menteri Keuangan,-
Universitas Gadjah Mada,Bambang Sudibyo,politikus,Universitas Gadjah Mada,Menteri Keuangan,-
Universitas Gadjah Mada,Bambang Sudibyo,ekonom,Universitas Gadjah Mada,Menteri Pendidikan Dasar dan Kebudayaan Indonesia,-
Universitas Gadjah Mada,Bambang Sudibyo,politikus,Universitas Gadjah Mada,Menteri Pendidikan Dasar dan Kebudayaan Indonesia,-
Airlangga University,Bambang Suharto,-,-,-,-
Geophysical Engineering Department of Unila,Bambang Suryadi,-,-,-,-
Lampung University,Bambang Suryadi,-,-,-,-
University of Lampung,Bambang Suryadi,-,-,-,-
Institut Teknologi Bandung,Bambang Susantono,-,-,-,-
Syarif Hidayatullah State Islamic University Jakarta,Bashar Jaafari,-,Syria To The United Nations,Permanent representative,-
Universitas Gadjah Mada,Basuki Hadimuljono,-,-,-,-
Universitas Gadjah Mada,Ben Mang Reng Say,-,-,-,-
Institut Teknologi Bandung,Benhard Sitohang,lektor,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Benhard Sitohang,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Benhard Sitohang,ilmuwan komputer,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Benhard Sitohang,lektor,Institut Teknologi Bandung,profesor,-
Institut Teknologi Bandung,Benhard Sitohang,pegawai negeri sipil,Institut Teknologi Bandung,profesor,-
Institut Teknologi Bandung,Benhard Sitohang,ilmuwan komputer,Institut Teknologi Bandung,profesor,-
Andalas University,Benni Warlis,-,-,-,-
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Into The Light Indonesia,-,-,-
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,-,-,-,-
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Founder of Into The Light Indonesia,-,-,-
Atma Jaya Catholic University of Indonesia,Benny Prawira Siauw,Suicidologist,-,-,-
Universitas Sam Ratulangi,Benny Rhamdani,politikus,Kementerian Pelindungan Pekerja Migran Indonesia,anggota DPD-RI,-
Indonesia University of Education,BeritaSatu Media Holdings,-,-,-,-
Parahyangan Catholic University,Berlian Helmy,-,-,-,-
Indonesian Military Academy,Bibit Waluyo,-,-,-,-
Parahyangan Catholic University,Bima Arya Sugiarto,-,-,-,-
Universitas Katolik Parahyangan,Bima Arya Sugiarto,politikus,Kementerian Dalam Negeri,Wakil Menteri Dalam Negeri Indonesia,https://en.wikipedia.org/wiki/Bima_Arya_Sugiarto
Universitas Indonesia,Biyanto Rebin,Wikimediawan,Goethe-Institut Jakarta,Ketua,-
Universitas Indonesia,Biyanto Rebin,Administrasi proyek,Goethe-Institut Jakarta,Ketua,-
Universitas Indonesia,Biyanto Rebin,Wikimediawan,Wikimedia ESEAP Hub,Ketua,-
Universitas Indonesia,Biyanto Rebin,Administrasi proyek,Wikimedia ESEAP Hub,Ketua,-
Universitas Indonesia,Biyanto Rebin,Wikimediawan,Wikimedia Indonesia,Ketua,-
Universitas Indonesia,Biyanto Rebin,Administrasi proyek,Wikimedia Indonesia,Ketua,-
IPB University,Bobby Nasution,-,-,-,-
Universitas Indonesia,Bondan Kanumoyoso,dosen,Universitas Indonesia,dekan,-
Mulawarman University,Bonifasius Belawan Geh,-,-,-,-
Mulawarman University,Bonifasius Belawan Geh,Businessman,-,-,-
Mulawarman University,Bonifasius Belawan Geh,Politician,-,-,-
Diponegoro University,Bonnie Triyana,-,-,-,-
Diponegoro University,Bonnie Triyana,Politician,-,-,-
Diponegoro University,Bonnie Triyana,historian,-,-,-
Institut Teknologi Bandung,Brian Yuliarto,-,-,-,-
Universitas Gadjah Mada,Brigida Antónia Correia,Politician; agricultural scientist,-,-,-
Universitas Gadjah Mada,Budi Karya Sumadi,-,-,-,-
Institut Teknologi Bandung,Budi Rahardjo,lektor,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Budi Rahardjo,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Budi Rahardjo,ilmuwan komputer,Institut Teknologi Bandung,Dosen,-
Universitas Gadjah Mada,Budiharjo Sukmadi,-,-,-,-
Universitas Gadjah Mada,Budiman Sudjatmiko,-,-,-,-
